area,unit,attribute,planned_route,selected_route,recommended_conditioning_json,planned_min_conditional_weight,observed_min_conditional_weight,downgraded_to_sparse
24661906,person,sex,joint_fit,joint_fit,[],234.0,234.0,False
24661906,person,age_group,joint_fit,joint_fit,[],234.0,234.0,False
24661906,household,household_type,joint_fit,joint_fit,[],240.0,240.0,False
24661906,household,household_size,joint_fit,joint_fit,[],240.0,240.0,False
24661906,person,education_level,joint_fit,joint_fit,[],219.0,219.0,False
24661906,person,labour_force_status,joint_fit,joint_fit,[],234.0,234.0,False
24661906,person,household_income,joint_fit,joint_fit,[],234.0,234.0,False
24661906,household,tenure,joint_fit,joint_fit,[],240.0,240.0,False
24661906,household,dwelling_type,joint_fit,joint_fit,[],240.0,240.0,False
24661906,person,citizenship_status,joint_fit,joint_fit,[],234.0,234.0,False
24661906,person,immigrant_status,joint_fit,joint_fit,[],234.0,234.0,False
24661906,person,commute_mode,joint_fit,joint_fit,[],22.0,22.0,False
24661906,person,commute_duration,joint_fit,joint_fit,[],116.0,116.0,False
24661906,household,bedrooms,joint_fit,joint_fit,[],240.0,240.0,False
24661906,household,period_built,joint_fit,joint_fit,[],240.0,240.0,False
24661906,household,dwelling_condition,joint_fit,joint_fit,[],240.0,240.0,False
24661906,household,core_housing_need,joint_fit,joint_fit,[],237.0,237.0,False
24661907,person,sex,joint_fit,joint_fit,[],286.0,286.0,False
24661907,person,age_group,joint_fit,joint_fit,[],287.0,287.0,False
24661907,household,household_type,joint_fit,joint_fit,[],295.0,295.0,False
24661907,household,household_size,joint_fit,joint_fit,[],295.0,295.0,False
24661907,person,education_level,joint_fit,joint_fit,[],260.0,260.0,False
24661907,person,labour_force_status,joint_fit,joint_fit,[],287.0,287.0,False
24661907,person,household_income,joint_fit,joint_fit,[],287.0,287.0,False
24661907,household,tenure,joint_fit,joint_fit,[],295.0,295.0,False
24661907,household,dwelling_type,joint_fit,joint_fit,[],295.0,295.0,False
24661907,person,citizenship_status,joint_fit,joint_fit,[],285.0,285.0,False
24661907,person,immigrant_status,joint_fit,joint_fit,[],285.0,285.0,False
24661907,person,commute_mode,joint_fit,joint_fit,[],20.0,20.0,False
24661907,person,commute_duration,joint_fit,joint_fit,[],150.0,150.0,False
24661907,household,bedrooms,joint_fit,joint_fit,[],295.0,295.0,False
24661907,household,period_built,joint_fit,joint_fit,[],295.0,295.0,False
24661907,household,dwelling_condition,joint_fit,joint_fit,[],295.0,295.0,False
24661907,household,core_housing_need,joint_fit,joint_fit,[],290.0,290.0,False
24661908,person,sex,joint_fit,joint_fit,[],386.0,386.0,False
24661908,person,age_group,joint_fit,joint_fit,[],386.0,386.0,False
24661908,household,household_type,joint_fit,joint_fit,[],400.0,400.0,False
24661908,household,household_size,joint_fit,joint_fit,[],400.0,400.0,False
24661908,person,education_level,joint_fit,joint_fit,[],361.0,361.0,False
24661908,person,labour_force_status,joint_fit,joint_fit,[],386.0,386.0,False
24661908,person,household_income,joint_fit,joint_fit,[],386.0,386.0,False
24661908,household,tenure,joint_fit,joint_fit,[],400.0,400.0,False
24661908,household,dwelling_type,joint_fit,joint_fit,[],400.0,400.0,False
24661908,person,citizenship_status,joint_fit,joint_fit,[],384.0,384.0,False
24661908,person,immigrant_status,joint_fit,joint_fit,[],384.0,384.0,False
24661908,person,commute_mode,joint_fit,joint_fit,[],21.0,21.0,False
24661908,person,commute_duration,joint_fit,joint_fit,[],210.0,210.0,False
24661908,household,bedrooms,joint_fit,joint_fit,[],400.0,400.0,False
24661908,household,period_built,joint_fit,joint_fit,[],400.0,400.0,False
24661908,household,dwelling_condition,joint_fit,joint_fit,[],400.0,400.0,False
24661908,household,core_housing_need,joint_fit,joint_fit,[],388.0,388.0,False
24661909,person,sex,joint_fit,joint_fit,[],222.0,222.0,False
24661909,person,age_group,joint_fit,joint_fit,[],222.0,222.0,False
24661909,household,household_type,joint_fit,joint_fit,[],225.0,225.0,False
24661909,household,household_size,joint_fit,joint_fit,[],225.0,225.0,False
24661909,person,education_level,joint_fit,joint_fit,[],207.0,207.0,False
24661909,person,labour_force_status,joint_fit,joint_fit,[],221.0,221.0,False
24661909,person,household_income,joint_fit,joint_fit,[],221.0,221.0,False
24661909,household,tenure,joint_fit,joint_fit,[],225.0,225.0,False
24661909,household,dwelling_type,joint_fit,joint_fit,[],225.0,225.0,False
24661909,person,citizenship_status,joint_fit,joint_fit,[],222.0,222.0,False
24661909,person,immigrant_status,joint_fit,joint_fit,[],222.0,222.0,False
24661909,person,commute_mode,joint_fit,joint_fit,[],13.0,13.0,False
24661909,person,commute_duration,joint_fit,joint_fit,[],112.0,112.0,False
24661909,household,bedrooms,joint_fit,joint_fit,[],225.0,225.0,False
24661909,household,period_built,joint_fit,joint_fit,[],225.0,225.0,False
24661909,household,dwelling_condition,joint_fit,joint_fit,[],225.0,225.0,False
24661909,household,core_housing_need,joint_fit,joint_fit,[],220.0,220.0,False
24661910,person,sex,joint_fit,joint_fit,[],219.0,219.0,False
24661910,person,age_group,joint_fit,joint_fit,[],219.0,219.0,False
24661910,household,household_type,joint_fit,joint_fit,[],225.0,225.0,False
24661910,household,household_size,joint_fit,joint_fit,[],225.0,225.0,False
24661910,person,education_level,joint_fit,joint_fit,[],204.0,204.0,False
24661910,person,labour_force_status,joint_fit,joint_fit,[],219.0,219.0,False
24661910,person,household_income,joint_fit,joint_fit,[],219.0,219.0,False
24661910,household,tenure,joint_fit,joint_fit,[],225.0,225.0,False
24661910,household,dwelling_type,joint_fit,joint_fit,[],225.0,225.0,False
24661910,person,citizenship_status,joint_fit,joint_fit,[],219.0,219.0,False
24661910,person,immigrant_status,joint_fit,joint_fit,[],219.0,219.0,False
24661910,person,commute_mode,joint_fit,joint_fit,[],20.0,20.0,False
24661910,person,commute_duration,joint_fit,joint_fit,[],123.0,123.0,False
24661910,household,bedrooms,joint_fit,joint_fit,[],225.0,225.0,False
24661910,household,period_built,joint_fit,joint_fit,[],225.0,225.0,False
24661910,household,dwelling_condition,joint_fit,joint_fit,[],225.0,225.0,False
24661910,household,core_housing_need,joint_fit,joint_fit,[],222.0,222.0,False
24661912,person,sex,joint_fit,joint_fit,[],234.0,234.0,False
24661912,person,age_group,joint_fit,joint_fit,[],235.0,235.0,False
24661912,household,household_type,joint_fit,joint_fit,[],245.0,245.0,False
24661912,household,household_size,joint_fit,joint_fit,[],245.0,245.0,False
24661912,person,education_level,joint_fit,joint_fit,[],213.0,213.0,False
24661912,person,labour_force_status,joint_fit,joint_fit,[],234.0,234.0,False
24661912,person,household_income,joint_fit,joint_fit,[],234.0,234.0,False
24661912,household,tenure,joint_fit,joint_fit,[],245.0,245.0,False
24661912,household,dwelling_type,joint_fit,joint_fit,[],245.0,245.0,False
24661912,person,citizenship_status,joint_fit,joint_fit,[],234.0,234.0,False
24661912,person,immigrant_status,joint_fit,joint_fit,[],234.0,234.0,False
24661912,person,commute_mode,joint_fit,joint_fit,[],15.0,15.0,False
24661912,person,commute_duration,joint_fit,joint_fit,[],124.0,124.0,False
24661912,household,bedrooms,joint_fit,joint_fit,[],245.0,245.0,False
24661912,household,period_built,joint_fit,joint_fit,[],245.0,245.0,False
24661912,household,dwelling_condition,joint_fit,joint_fit,[],245.0,245.0,False
24661912,household,core_housing_need,joint_fit,joint_fit,[],243.0,243.0,False
24661913,person,sex,joint_fit,joint_fit,[],274.0,274.0,False
24661913,person,age_group,joint_fit,joint_fit,[],274.0,274.0,False
24661913,household,household_type,joint_fit,joint_fit,[],280.0,280.0,False
24661913,household,household_size,joint_fit,joint_fit,[],280.0,280.0,False
24661913,person,education_level,joint_fit,joint_fit,[],246.0,246.0,False
24661913,person,labour_force_status,joint_fit,joint_fit,[],272.0,272.0,False
24661913,person,household_income,joint_fit,joint_fit,[],272.0,272.0,False
24661913,household,tenure,joint_fit,joint_fit,[],280.0,280.0,False
24661913,household,dwelling_type,joint_fit,joint_fit,[],280.0,280.0,False
24661913,person,citizenship_status,joint_fit,joint_fit,[],272.0,272.0,False
24661913,person,immigrant_status,joint_fit,joint_fit,[],272.0,272.0,False
24661913,person,commute_mode,joint_fit,joint_fit,[],21.0,21.0,False
24661913,person,commute_duration,joint_fit,joint_fit,[],130.0,130.0,False
24661913,household,bedrooms,joint_fit,joint_fit,[],280.0,280.0,False
24661913,household,period_built,joint_fit,joint_fit,[],279.0,279.0,False
24661913,household,dwelling_condition,joint_fit,joint_fit,[],280.0,280.0,False
24661913,household,core_housing_need,joint_fit,joint_fit,[],268.0,268.0,False
