unit,attribute,control_tier,workflow_role,reference_available,reference_source,reference_total,census_available,census_source,census_total,seed_total,seed_to_reference_ratio,seed_to_census_ratio,n_categories,tvd,mae_pp,rmse_pp,max_abs_pp,target_provenance,smoothing_mode,raw_target_total,effective_target_total,donor_support_mass,fit_error
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,340.0,True,smoothed_direct_da,340.0,8290.0,24.38235294117647,24.38235294117647,2,0.02658057191513518,2.658057191513518,2.658057191513518,2.6580571915135187,direct_da,direct,340.0,340.0,359.0,0.06932571267455348
person,sex,tier_1,joint_fit,True,smoothed_direct_da,595.0,True,smoothed_direct_da,595.0,15546.0,26.127731092436974,26.127731092436974,2,0.030633944044619027,3.063394404461903,3.063394404461903,3.0633944044619055,direct_da,direct,595.0,595.0,301.0,0.1255326768467723
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,595.0,True,smoothed_direct_da,595.0,15546.0,26.127731092436974,26.127731092436974,15,0.14724315044427655,1.9632420059236873,2.4993512418765373,4.988070102606847,direct_da,direct,595.0,595.0,301.0,0.24082106402879302
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8616.0,28.72,28.72,5,0.06520427112349114,2.6081708449396457,3.3743630853890956,6.520427112349118,direct_da,direct,300.0,300.0,310.0,0.03766835083394637
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,310.0,True,smoothed_direct_da,310.0,8616.0,27.793548387096774,27.793548387096774,5,0.028338874412196326,1.133554976487853,1.6795227927094103,2.6922904124359714,direct_da,direct,310.0,310.0,310.0,0.04595305431305022
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,10766.0,27.963636363636365,27.963636363636365,3,0.0775505378886393,5.17003585924262,6.072628783231142,7.755053788863931,direct_da,direct,385.0,385.0,276.0,0.13658390817564714
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,485.0,True,smoothed_direct_da,485.0,12871.0,26.53814432989691,26.53814432989691,3,0.05053877212978588,3.3692514753190586,4.05691308792985,5.053877212978586,direct_da,direct,485.0,485.0,300.0,0.1173755700452137
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,485.0,True,smoothed_direct_da,485.0,12871.0,26.53814432989691,26.53814432989691,4,0.09890131014580045,4.945065507290022,6.081767191893938,9.890131014580048,direct_da,direct,485.0,485.0,300.0,0.06785691546939772
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,8616.0,26.51076923076923,26.51076923076923,2,0.03134597528747951,3.134597528747951,3.134597528747951,3.134597528747951,direct_da,direct,325.0,325.0,310.0,0.10509303555474092
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,315.0,True,smoothed_direct_da,315.0,8613.0,27.34285714285714,27.34285714285714,3,0.027234578958716917,1.8156385972477946,2.191268416638554,2.7234578958716886,direct_da,direct,315.0,315.0,310.0,0.015873017516612496
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,615.0,True,smoothed_direct_da,615.0,15417.0,25.068292682926828,25.068292682926828,2,0.13601709864150602,13.601709864150601,13.601709864150601,13.601709864150601,direct_da,direct,615.0,615.0,300.0,0.15513571981986485
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,620.0,True,smoothed_direct_da,620.0,15417.0,24.866129032258065,24.866129032258065,3,0.1969144869404742,13.12763246269828,13.928390330407694,19.69144869404742,direct_da,direct,620.0,620.0,300.0,0.1619491414342206
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,135.0,True,smoothed_direct_da,135.0,1582.0,11.718518518518518,11.718518518518518,4,0.5555555555555557,27.777777777777786,33.59371303318862,53.912066301446835,direct_da,direct,135.0,135.0,20.0,0.5641084578360921
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,135.0,True,smoothed_direct_da,135.0,5714.0,42.32592592592592,42.32592592592592,5,0.09633907621306988,3.853563048522795,5.773211404989366,9.633907621306992,direct_da,direct,135.0,135.0,161.0,0.3380543398408916
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,8616.0,29.20677966101695,29.20677966101695,5,0.05093794753159277,2.0375179012637106,2.8349431952527158,4.813079332105816,direct_da,direct,295.0,295.0,310.0,0.1796196989228612
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,620.0,True,smoothed_direct_da,620.0,8616.0,13.896774193548387,13.896774193548387,11,0.15082217629616315,2.7422213872029664,3.854433030618488,8.592416209902055,direct_da,direct,620.0,620.0,310.0,0.5000153134087686
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,320.0,True,smoothed_direct_da,320.0,8616.0,26.925,26.925,3,0.07882137883008358,5.254758588672239,6.429823993352944,7.8821378830083555,direct_da,direct,320.0,320.0,310.0,0.15410657551666945
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,315.0,True,smoothed_direct_da,315.0,8290.0,26.317460317460316,26.317460317460316,2,0.057453041530242985,5.745304153024298,5.745304153024298,5.7453041530243,direct_da,direct,315.0,315.0,305.0,0.1060843913325876
person,sex,tier_1,joint_fit,True,smoothed_direct_da,320.0,True,smoothed_direct_da,320.0,15546.0,48.58125,48.58125,2,0.016847179338736668,1.6847179338736669,1.6847179338736669,1.6847179338736695,direct_da,direct,320.0,320.0,160.0,0.13922307778729995
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,320.0,True,smoothed_direct_da,320.0,15546.0,48.58125,48.58125,15,0.20663072494532359,2.7550763326043146,3.257959954178993,5.224414640421974,direct_da,direct,320.0,320.0,161.0,0.6214065702919936
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,160.0,True,smoothed_direct_da,160.0,8616.0,53.85,53.85,5,0.10454387186629524,4.181754874651809,5.282185356793068,10.454387186629521,direct_da,direct,160.0,160.0,165.0,0.20538651397993551
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,165.0,True,smoothed_direct_da,165.0,8616.0,52.21818181818182,52.21818181818182,5,0.1302671562420866,5.210686249683464,6.667410481705102,11.685447792690129,direct_da,direct,165.0,165.0,165.0,0.20154461456096692
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,165.0,True,smoothed_direct_da,165.0,10766.0,65.24848484848485,65.24848484848485,3,0.08262262228452087,5.508174818968058,5.89011545805277,8.262262228452089,direct_da,direct,165.0,165.0,153.0,0.39211689158205365
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,270.0,True,smoothed_direct_da,270.0,12871.0,47.67037037037037,47.67037037037037,3,0.08891219710114898,5.927479806743265,6.8269010580827265,8.891219710114894,direct_da,direct,270.0,270.0,161.0,0.1944460927313704
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,270.0,True,smoothed_direct_da,270.0,12871.0,47.67037037037037,47.67037037037037,4,0.028562631468388534,1.4281315734194266,1.6878426277415963,2.608937116745358,direct_da,direct,270.0,270.0,161.0,0.2216083155547964
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,150.0,True,smoothed_direct_da,150.0,8616.0,57.44,57.44,2,0.09032033426183847,9.032033426183848,9.032033426183848,9.03203342618385,direct_da,direct,150.0,150.0,165.0,0.1846218459482851
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,165.0,True,smoothed_direct_da,165.0,8613.0,52.2,52.2,3,0.022640195053988166,1.5093463369325444,1.816294217208865,2.2640195053988177,direct_da,direct,165.0,165.0,165.0,0.023536331732739436
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,15417.0,61.668,61.668,2,0.14707400921061164,14.707400921061165,14.707400921061167,14.707400921061167,direct_da,direct,250.0,250.0,161.0,0.45820553956824184
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,255.0,True,smoothed_direct_da,255.0,15417.0,60.45882352941177,60.45882352941177,3,0.2378695786545792,15.85797191030528,17.154877620791076,23.786957865457918,direct_da,direct,255.0,255.0,161.0,0.6276410198045934
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,80.0,True,smoothed_direct_da,80.0,1582.0,19.775,19.775,4,0.7335651074589128,36.67825537294564,45.15332627389624,73.35651074589128,direct_da,direct,80.0,80.0,15.0,0.8900887556589361
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,70.0,True,smoothed_direct_da,70.0,5714.0,81.62857142857143,81.62857142857143,5,0.255512775638782,10.220511025551279,14.385189009844494,25.551277563878195,direct_da,direct,70.0,70.0,80.0,0.9514557862235764
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,145.0,True,smoothed_direct_da,145.0,8616.0,59.42068965517242,59.42068965517242,5,0.06772084013703454,2.7088336054813817,3.0644695841862126,3.9461467038068707,direct_da,direct,145.0,145.0,165.0,0.5103909397517806
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,235.0,True,smoothed_direct_da,235.0,8616.0,36.66382978723404,36.66382978723404,11,0.23484758687449378,4.269956124990796,5.220741186327719,8.788695944210671,direct_da,direct,235.0,235.0,164.0,0.4410292142017136
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,150.0,True,smoothed_direct_da,150.0,8616.0,57.44,57.44,3,0.11846796657381617,7.897864438254411,8.449560565508936,11.84679665738162,direct_da,direct,150.0,150.0,165.0,0.26400168899961407
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,130.0,True,smoothed_direct_da,130.0,8290.0,63.76923076923077,63.76923076923077,2,0.08540410132689989,8.540410132689988,8.540410132689988,8.54041013268999,direct_da,direct,130.0,130.0,164.0,0.26923076638818305
person,sex,tier_1,joint_fit,True,smoothed_direct_da,455.0,True,smoothed_direct_da,455.0,15546.0,34.167032967032966,34.167032967032966,2,0.03723935912280177,3.7239359122801767,3.7239359122801767,3.7239359122801794,direct_da,direct,455.0,455.0,231.0,0.09371860501729774
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,455.0,True,smoothed_direct_da,455.0,15546.0,34.167032967032966,34.167032967032966,15,0.19487716708866842,2.598362227848912,3.3947863542741192,6.593406593406594,direct_da,direct,455.0,455.0,231.0,0.3650965964686957
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,240.0,True,smoothed_direct_da,240.0,8616.0,35.9,35.9,5,0.08223073351903432,3.289229340761372,4.21101634250745,7.329387186629521,direct_da,direct,240.0,240.0,240.0,0.1700542744908417
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,240.0,True,smoothed_direct_da,240.0,8616.0,35.9,35.9,5,0.09137650882079851,3.6550603528319403,4.32100379923084,7.329387186629521,direct_da,direct,240.0,240.0,240.0,0.10619411815907843
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,320.0,True,smoothed_direct_da,320.0,10766.0,33.64375,33.64375,3,0.018228682890581452,1.2152455260387636,1.4534621905690621,1.8228682890581438,direct_da,direct,320.0,320.0,219.0,0.06286098431141604
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,12871.0,33.43116883116883,33.43116883116883,3,0.027249419060467156,1.8166279373644771,2.119793244479696,2.7249419060467184,direct_da,direct,385.0,385.0,230.0,0.06305591749434274
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,12871.0,33.43116883116883,33.43116883116883,4,0.0559851150325861,2.799255751629305,3.1990007788685193,4.364588872397124,direct_da,direct,385.0,385.0,230.0,0.08109270718387307
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8616.0,34.464,34.464,2,0.0636536675951718,6.36536675951718,6.36536675951718,6.365366759517182,direct_da,direct,250.0,250.0,240.0,0.1123670556900816
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,235.0,True,smoothed_direct_da,235.0,8613.0,36.65106382978723,36.65106382978723,3,0.01039003386765678,0.692668924510452,0.8171865794870771,1.03900338676568,direct_da,direct,235.0,235.0,240.0,0.021276595744680597
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,450.0,True,smoothed_direct_da,450.0,15417.0,34.26,34.26,2,0.015962898099500564,1.5962898099500564,1.5962898099500564,1.5962898099500578,direct_da,direct,450.0,450.0,231.0,0.17687290239995132
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,445.0,True,smoothed_direct_da,445.0,15417.0,34.64494382022472,34.64494382022472,3,0.04840053260919473,3.2267021739463155,3.532035349506573,4.840053260919475,direct_da,direct,445.0,445.0,231.0,0.1673399444342401
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,140.0,True,smoothed_direct_da,140.0,1582.0,11.3,11.3,4,0.6428571428571429,32.142857142857146,38.789773615389144,62.64222503160557,direct_da,direct,140.0,140.0,9.0,0.8518538699468863
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,140.0,True,smoothed_direct_da,140.0,5714.0,40.81428571428572,40.81428571428572,5,0.164283214160708,6.5713285664283205,6.9805113177335985,10.16300815040752,direct_da,direct,140.0,140.0,108.0,0.4289895542454917
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,230.0,True,smoothed_direct_da,230.0,8616.0,37.46086956521739,37.46086956521739,5,0.08852085099511524,3.540834039804609,5.320621594747388,8.450405716361875,direct_da,direct,230.0,230.0,240.0,0.14784347355177438
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,450.0,True,smoothed_direct_da,450.0,8616.0,19.14666666666667,19.14666666666667,11,0.35499845249148865,6.454517318027066,8.913919059504897,19.165892912411014,direct_da,direct,450.0,450.0,240.0,0.5447691226262124
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8616.0,34.464,34.464,3,0.10569637883008358,7.046425255338905,7.474351410428483,10.569637883008355,direct_da,direct,250.0,250.0,240.0,0.20184014732851302
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,220.0,True,smoothed_direct_da,220.0,8290.0,37.68181818181818,37.68181818181818,2,0.017222283145081688,1.7222283145081687,1.7222283145081687,1.72222831450817,direct_da,direct,220.0,220.0,235.0,0.12167128416585653
person,sex,tier_1,joint_fit,True,smoothed_direct_da,745.0,True,smoothed_direct_da,745.0,15546.0,20.86711409395973,20.86711409395973,2,0.011289293432696412,1.1289293432696412,1.1289293432696412,1.1289293432696412,direct_da,direct,745.0,745.0,344.0,0.05211679873723613
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,745.0,True,smoothed_direct_da,745.0,15546.0,20.86711409395973,20.86711409395973,15,0.09210552445783327,1.2280736594377768,1.521402715834479,3.651428063240765,direct_da,direct,745.0,745.0,344.0,0.2771747904078497
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,345.0,True,smoothed_direct_da,345.0,8616.0,24.973913043478262,24.973913043478262,5,0.15485345767227804,6.194138306891121,7.302521281731579,13.398227766339666,direct_da,direct,345.0,345.0,355.0,0.06636732064111497
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,350.0,True,smoothed_direct_da,350.0,8616.0,24.617142857142856,24.617142857142856,5,0.13936530043772383,5.574612017508953,6.984341388313793,13.936530043772377,direct_da,direct,350.0,350.0,355.0,0.10214260859516798
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,490.0,True,smoothed_direct_da,490.0,10766.0,21.97142857142857,21.97142857142857,3,0.061596029829356976,4.106401988623799,4.356871430031623,6.159602982935697,direct_da,direct,490.0,490.0,320.0,0.1764864120249243
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,600.0,True,smoothed_direct_da,600.0,12871.0,21.451666666666668,21.451666666666668,3,0.1359192499935255,9.0612833329017,10.15994969780652,13.59192499935255,direct_da,direct,600.0,600.0,344.0,0.2425947677010397
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,600.0,True,smoothed_direct_da,600.0,12871.0,21.451666666666668,21.451666666666668,4,0.08812640820449072,4.406320410224536,5.19045956950116,8.812640820449069,direct_da,direct,600.0,600.0,344.0,0.0797783210779185
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,350.0,True,smoothed_direct_da,350.0,8616.0,24.617142857142856,24.617142857142856,2,0.08079652473802892,8.079652473802893,8.079652473802893,8.079652473802895,direct_da,direct,350.0,350.0,355.0,0.11497272342728633
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,345.0,True,smoothed_direct_da,345.0,8613.0,24.965217391304346,24.965217391304346,3,0.023957718110641638,1.5971812073761094,1.923818674139334,2.3957718110641624,direct_da,direct,345.0,345.0,355.0,0.04468608371556707
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,775.0,True,smoothed_direct_da,775.0,15417.0,19.892903225806453,19.892903225806453,2,0.07868691243641811,7.868691243641811,7.868691243641811,7.868691243641813,direct_da,direct,775.0,775.0,344.0,0.1411279254204373
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,775.0,True,smoothed_direct_da,775.0,15417.0,19.892903225806453,19.892903225806453,3,0.11465642242434514,7.643761494956343,9.337052081304543,11.465642242434516,direct_da,direct,775.0,775.0,344.0,0.13037700416698858
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,235.0,True,smoothed_direct_da,235.0,1582.0,6.731914893617021,6.731914893617021,4,0.6218629797993382,31.093148989966913,37.57830469719302,62.186297979933826,direct_da,direct,235.0,235.0,20.0,0.6615541398740303
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,230.0,True,smoothed_direct_da,230.0,5714.0,24.843478260869563,24.843478260869563,5,0.06778164995206283,2.7112659980825136,3.6957387140185296,6.521739130434782,direct_da,direct,230.0,230.0,176.0,0.2355821905066933
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,330.0,True,smoothed_direct_da,330.0,8616.0,26.10909090909091,26.10909090909091,5,0.13685954250021107,5.4743817000084425,7.1475621614796205,13.685954250021105,direct_da,direct,330.0,330.0,355.0,0.21225933460409638
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,670.0,True,smoothed_direct_da,670.0,8616.0,12.859701492537313,12.859701492537313,11,0.18967661691542284,3.4486657620985968,4.681374224006924,10.542343990354631,direct_da,direct,670.0,670.0,355.0,0.5802447826776849
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,345.0,True,smoothed_direct_da,345.0,8616.0,24.973913043478262,24.973913043478262,3,0.1028157926607727,6.854386177384847,7.2702390468750835,10.281579266077273,direct_da,direct,345.0,345.0,355.0,0.15125892201298025
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,335.0,True,smoothed_direct_da,335.0,8290.0,24.746268656716417,24.746268656716417,2,0.04062798192391481,4.062798192391481,4.062798192391481,4.062798192391481,direct_da,direct,335.0,335.0,345.0,0.053122598044502464
person,sex,tier_1,joint_fit,True,smoothed_direct_da,635.0,True,smoothed_direct_da,635.0,15546.0,24.481889763779527,24.481889763779527,2,0.0445292659529099,4.45292659529099,4.45292659529099,4.45292659529099,direct_da,direct,635.0,635.0,299.0,0.13819378853512007
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,635.0,True,smoothed_direct_da,635.0,15546.0,24.481889763779527,24.481889763779527,15,0.1678579496358787,2.2381059951450495,2.957151762506442,5.9872099160125245,direct_da,direct,635.0,635.0,299.0,0.27522754416868045
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,305.0,True,smoothed_direct_da,305.0,8616.0,28.249180327868853,28.249180327868853,5,0.10255795546219762,4.102318218487905,5.829604140569832,10.09578062925247,direct_da,direct,305.0,305.0,310.0,0.16848027977711968
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,305.0,True,smoothed_direct_da,305.0,8616.0,28.249180327868853,28.249180327868853,5,0.10095780629252477,4.038312251700991,5.242726223665803,10.09578062925247,direct_da,direct,305.0,305.0,310.0,0.10615097960613973
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,405.0,True,smoothed_direct_da,405.0,10766.0,26.582716049382714,26.582716049382714,3,0.03701639592406822,2.4677597282712145,2.6194873543830974,3.7016395924068233,direct_da,direct,405.0,405.0,276.0,0.11704801745997086
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,530.0,True,smoothed_direct_da,530.0,12871.0,24.28490566037736,24.28490566037736,3,0.02639178612736249,1.7594524084908327,1.8701449329357078,2.639178612736248,direct_da,direct,530.0,530.0,299.0,0.14822113125045328
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,530.0,True,smoothed_direct_da,530.0,12871.0,24.28490566037736,24.28490566037736,4,0.1102962195252454,5.51481097626227,7.034971454572174,11.029621952524538,direct_da,direct,530.0,530.0,299.0,0.18102876867094572
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,315.0,True,smoothed_direct_da,315.0,8616.0,27.35238095238095,27.35238095238095,2,0.15222509616660038,15.222509616660037,15.222509616660037,15.22250961666004,direct_da,direct,315.0,315.0,310.0,0.19585381587117895
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,310.0,True,smoothed_direct_da,310.0,8613.0,27.783870967741937,27.783870967741937,3,0.01238562862589562,0.825708575059708,0.9797898036150385,1.2385628625895588,direct_da,direct,310.0,310.0,310.0,0.04877990735588419
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,645.0,True,smoothed_direct_da,645.0,15417.0,23.90232558139535,23.90232558139535,2,0.09839183866797603,9.839183866797603,9.839183866797603,9.839183866797608,direct_da,direct,645.0,645.0,299.0,0.17131120167119168
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,645.0,True,smoothed_direct_da,645.0,15417.0,23.90232558139535,23.90232558139535,3,0.10269847088158496,6.846564725438997,7.26343547932106,10.269847088158496,direct_da,direct,645.0,645.0,299.0,0.30275319679969265
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,185.0,True,smoothed_direct_da,185.0,1582.0,8.551351351351352,8.551351351351352,4,0.5511326750264804,27.55663375132402,34.1538478347252,55.113267502648036,direct_da,direct,185.0,185.0,21.0,0.7673367423951142
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,180.0,True,smoothed_direct_da,180.0,5714.0,31.744444444444444,31.744444444444444,5,0.07854003811301676,3.14160152452067,4.368336195027586,7.30272624742348,direct_da,direct,180.0,180.0,154.0,0.13018719718055985
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,8616.0,29.20677966101695,29.20677966101695,5,0.12145122200714478,4.858048880285791,6.8895158150332065,12.145122200714475,direct_da,direct,295.0,295.0,310.0,0.09690248904007558
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,575.0,True,smoothed_direct_da,575.0,8616.0,14.984347826086957,14.984347826086957,11,0.2137560050058536,3.8864728182882473,5.478058694914348,11.243187598401356,direct_da,direct,575.0,575.0,310.0,0.4788950155659581
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,310.0,True,smoothed_direct_da,310.0,8616.0,27.793548387096774,27.793548387096774,3,0.08664000958456886,5.776000638971257,6.439945590135944,8.664000958456885,direct_da,direct,310.0,310.0,310.0,0.13573021457703519
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8290.0,27.633333333333333,27.633333333333333,2,0.018737434660233233,1.8737434660233234,1.8737434660233234,1.8737434660233254,direct_da,direct,300.0,300.0,298.0,0.019214976594707736
person,sex,tier_1,joint_fit,True,smoothed_direct_da,330.0,True,smoothed_direct_da,330.0,15546.0,47.10909090909091,47.10909090909091,2,0.06182823994479725,6.182823994479724,6.182823994479724,6.1828239944797305,direct_da,direct,330.0,330.0,173.0,0.20070082673033543
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,330.0,True,smoothed_direct_da,330.0,15546.0,47.10909090909091,47.10909090909091,15,0.24862870308644142,3.315049374485886,4.941490296164771,14.814684864858545,direct_da,direct,330.0,330.0,174.0,0.45429373592101774
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,185.0,True,smoothed_direct_da,185.0,8616.0,46.57297297297297,46.57297297297297,5,0.07836143943386281,3.1344575773545125,4.165281302241205,7.836143943386276,direct_da,direct,185.0,185.0,175.0,0.1158003698957281
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,185.0,True,smoothed_direct_da,185.0,8616.0,46.57297297297297,46.57297297297297,5,0.1011738061180958,4.046952244723832,4.87050754595345,7.836143943386276,direct_da,direct,185.0,185.0,175.0,0.10390047813544626
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,225.0,True,smoothed_direct_da,225.0,10766.0,47.84888888888889,47.84888888888889,3,0.03213821289243912,2.142547526162608,2.6232318305128333,3.213821289243916,direct_da,direct,225.0,225.0,162.0,0.05571715997491997
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,12871.0,44.38275862068966,44.38275862068966,3,0.07583876075325711,5.055917383550474,5.411835237980551,7.583876075325713,direct_da,direct,290.0,290.0,174.0,0.1530592788845838
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,12871.0,44.38275862068966,44.38275862068966,4,0.13209192544587003,6.604596272293501,7.914582489121629,13.209192544587001,direct_da,direct,290.0,290.0,174.0,0.17002237329667888
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,8616.0,49.23428571428571,49.23428571428571,2,0.2950822390237432,29.50822390237432,29.50822390237432,29.508223902374326,direct_da,direct,175.0,175.0,175.0,0.25615995003772263
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,8613.0,49.21714285714286,49.21714285714286,3,0.03358378530792326,2.2389190205282175,2.70953474136167,3.358378530792324,direct_da,direct,175.0,175.0,175.0,0.0479609154194162
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,400.0,True,smoothed_direct_da,400.0,15417.0,38.5425,38.5425,2,0.04792599078938832,4.792599078938832,4.792599078938832,4.792599078938833,direct_da,direct,400.0,400.0,174.0,0.14636407430046464
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,395.0,True,smoothed_direct_da,395.0,15417.0,39.03037974683544,39.03037974683544,3,0.035560777474807945,2.37071849832053,2.654764604429745,3.556077747480793,direct_da,direct,395.0,395.0,174.0,0.13555855625363505
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,80.0,True,smoothed_direct_da,80.0,1582.0,19.775,19.775,4,0.8750000000000001,43.75000000000001,53.10435832958468,85.85651074589128,direct_da,direct,80.0,80.0,10.0,1.0848905646011802
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,90.0,True,smoothed_direct_da,90.0,5714.0,63.48888888888889,63.48888888888889,5,0.10401353401003385,4.160541360401354,5.639981059625909,10.401353401003382,direct_da,direct,90.0,90.0,93.0,0.6829121062386926
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,8616.0,49.23428571428571,49.23428571428571,5,0.21700822390237434,8.680328956094973,11.614777053813846,19.932683379758593,direct_da,direct,175.0,175.0,175.0,0.0330859173820179
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,350.0,True,smoothed_direct_da,350.0,8616.0,24.617142857142856,24.617142857142856,11,0.33561480302427377,6.102087327714068,8.389124226821567,16.150019896538005,direct_da,direct,350.0,350.0,175.0,0.599483230425209
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,8616.0,49.23428571428571,49.23428571428571,3,0.09998209311579787,6.665472874386524,7.151960425580262,9.998209311579787,direct_da,direct,175.0,175.0,175.0,0.24793834207990123
